fecha;pais;ingresos;costos;porcentaje_mujeres;exportaciones;importaciones;endeudamiento;morosidad;reservas;spread;tasa_interes
01-05-2015;colombia;19,67655;2,8168;0,42035;2,3184;1,4155;0,11847;0,02;1,7;0,03;0,08
01-06-2015;colombia;9,84571;2,7504;0,41918;2,34077;1,374;0,11354;0,02;1,9;0,03;0,08
01-07-2015;colombia;9,61699;3,0578;0,43574;2,30151;1,5031;0,10206;0,02;1,9;0,03;0,08
01-08-2015;colombia;9,33463;2,9818;0,44888;2,23985;1,5477;0,09699;0,02;2,4;0,03;0,08
01-09-2015;colombia;9,43625;3,0361;0,44016;2,29649;1,5017;0,09882;0,02;2;0,03;0,08
01-10-2015;colombia;9,45247;2,8946;0,41561;2,32998;1,4148;0,10149;0,02;2,8;0,03;0,08
01-11-2015;colombia;9,25828;2,7482;0,43015;2,30433;1,4193;0,09479;0,02;3,2;0,04;0,09
01-12-2015;colombia;9,18071;2,7585;0,4304;2,32916;1,3969;0,09235;0,02;2,5;0,03;0,09
01-01-2016;colombia;9,03206;2,6619;0,44609;2,29301;1,4406;0,05649;0,02;0,5;0,04;0,1
01-02-2016;colombia;8,80608;2,9469;0,45532;2,26144;1,5216;0,08303;0,02;0,7;0,05;0,11
01-03-2016;colombia;9,87674;2,6474;0,44202;2,33094;1,3958;0,10313;0,02;0,8;0,05;0,11
01-04-2016;colombia;10,07324;2,7989;0,45924;2,29478;1,4734;0,09997;0,02;1,2;0,05;0,11
01-05-2016;colombia;9,93051;2,9778;0,44672;2,29914;1,4886;0,09711;0,02;1,6;0,04;0,11
01-06-2016;colombia;9,3525;2,6472;0,42973;2,33568;1,3856;0,11798;0,02;1,4;0,05;0,12
01-07-2016;colombia;9,2405;2,8879;0,4577;2,3103;1,4649;0,1098;0,02;2,1;0,05;0,12
01-08-2016;colombia;9,26251;2,9923;0,45989;2,29409;1,5056;0,10782;0,02;1,8;0,04;0,12
01-09-2016;colombia;9,74977;2,89;0,4641;2,32122;1,4662;0,10704;0,02;2,3;0,04;0,12
01-10-2016;colombia;9,81017;2,8798;0,4572;2,29732;1,4855;0,11837;0,03;2,8;0,04;0,12
01-11-2016;colombia;9,52877;2,9369;0,46548;2,30334;1,4942;0,11161;0,03;2,3;0,04;0,12
01-12-2016;colombia;9,60725;2,8111;0,43063;2,32218;1,4271;0,10957;0,02;2,7;0,04;0,12
01-01-2017;colombia;9,55997;3,2693;0,48914;2,23834;1,6615;0,08522;0,03;0,6;0,03;0,11
01-02-2017;colombia;9,53303;3,0855;0,46055;2,27889;1,5476;0,08847;0,03;0,8;0,04;0,11
01-03-2017;colombia;10,5301;3,1484;0,48168;2,27407;1,5867;0,10515;0,03;0,9;0,04;0,11
01-04-2017;colombia;10,4976;3,1963;0,48784;2,24499;1,6226;0,10136;0,03;1,4;0,04;0,11
01-05-2017;colombia;10,45939;2,9056;0,48338;2,26742;1,5449;0,09708;0,04;1,2;0,04;0,1
01-06-2017;colombia;10,33555;3,0034;0,46385;2,27663;1,5328;0,08995;0,04;1,7;0,04;0,1
01-07-2017;colombia;10,40476;3,3073;0,49623;2,23609;1,6665;0,09115;0,04;2,1;0,03;0,09
01-08-2017;colombia;10,44289;3,0553;0,45613;2,30481;1,519;0,08854;0,04;1,8;0,03;0,09
01-09-2017;colombia;10,31183;3,2309;0,47866;2,25672;1,6211;0,08659;0,04;2,5;0,04;0,09
