fecha;pais;ingresos;costos;porcentaje_mujeres;exportaciones;importaciones;endeudamiento;morosidad;reservas;spread;tasa_interes
01-04-2016;chile;11,34239;1,9822;0,38861;2,18819;1,3484;0,5317;0;2,4788;0,0769;0,1122
01-05-2016;chile;11,48391;1,9944;0,38839;2,19031;1,3461;0,52875;0;2,476;0,077;0,1123
01-06-2016;chile;11,5585;1,9902;0,38748;2,18841;1,3467;0,52667;0;2,468;0,0779;0,1133
01-07-2016;chile;11,78409;1,9873;0,38712;2,18991;1,3453;0,52668;0;2,4668;0,0755;0,111
01-08-2016;chile;11,69781;1,9882;0,38682;2,19124;1,3429;0,5263;0;2,4888;0,0756;0,111
01-09-2016;chile;11,87433;1,998;0,38796;2,19;1,3455;0,53019;0;2,4415;0,0752;0,1105
01-10-2016;chile;11,9181;2,0002;0,38699;2,18992;1,3446;0,53226;0;2,4271;0,0728;0,1082
01-11-2016;chile;11,82082;1,9932;0,38703;2,19366;1,3403;0,53488;0;2,4335;0,074;0,1092
01-12-2016;chile;11,92494;1,9891;0,38667;2,19417;1,3395;0,53619;0;2,4537;0,0739;0,109
01-01-2017;chile;11,81102;1,9807;0,38538;2,19386;1,3355;0,60476;0;2,4401;0,0755;0,1098
01-02-2017;chile;11,859;1,9798;0,38486;2,19541;1,3337;0,56679;0;2,4519;0,0762;0,1086
01-03-2017;chile;11,82419;1,9818;0,38444;2,19785;1,3303;0,55367;0;2,4473;0,0747;0,1064
01-04-2017;chile;11,77762;1,9672;0,38168;2,19935;1,3262;0,53533;0;2,4465;0,0764;0,1055
01-05-2017;chile;11,75777;1,9582;0,38225;2,18155;1,3358;0,53787;0;2,4984;0,0784;0,1053
01-06-2017;chile;11,84424;1,9519;0,38149;2,18155;1,3357;0,54648;0;2,4793;0,0765;0,102
01-07-2017;chile;11,91034;1,958;0,38094;2,18266;1,3349;0,56105;0;2,4943;0,0744;0,0998
01-08-2017;chile;11,90611;1,9539;0,3799;2,18375;1,3333;0,56364;0;2,4762;0,0749;0,1004
01-09-2017;chile;11,98938;1,97;0,37968;2,18442;1,3322;0,56797;0;2,4612;0,0744;0,0999
