fecha;pais;ingresos;costos;porcentaje_mujeres;exportaciones;importaciones;endeudamiento;morosidad;reservas;spread;tasa_interes
01-05-2014;colombia;10,62905;2,8298;0,43436;2,25097;1,4664;0,65334;0,06899;2,1718;0,06556;0,1002
01-06-2014;colombia;10,13414;2,631;0,4078;2,26898;1,4145;0,65096;0,0718;2,5693;0,06273;0,1007
01-07-2014;colombia;10,09087;2,7097;0,42158;2,29054;1,408;0,65171;0,07092;2,7374;0,06414;0,1034
01-08-2014;colombia;10,00133;2,8197;0,41672;2,27778;1,4388;0,64973;0,07187;3,8315;0,06164;0,1029
01-09-2014;colombia;9,9838;2,6747;0,40691;2,29595;1,3812;0,65215;0,07145;4,0731;0,06071;0,1049
01-10-2014;colombia;9,72723;2,5622;0,4071;2,31212;1,3371;0,65055;0,073;3,3071;0,06202;0,107
01-11-2014;colombia;18,23247;3,1699;0,46742;2,20181;1,6211;0,65027;0,07499;4,4307;0,06166;0,1067
01-12-2014;colombia;17,89902;3,0324;0,44827;2,21968;1,5598;0,64325;0,07393;3,6654;0,05871;0,1038
01-01-2015;colombia;17,69725;2,9017;0,44486;2,271;1,4699;0,07578;0,07552;0,6251;0,06393;0,1092
01-02-2015;colombia;19,87569;2,7093;0,38998;2,32539;1,3788;0,10211;0,06453;0,8721;0,05943;0,1046
01-03-2015;colombia;19,16699;2,7297;0,42107;2,2811;1,4521;0,11845;0,06697;1,2214;0,06559;0,1106
01-04-2015;colombia;20,0126;2,7953;0,41093;2,29813;1,4443;0,12698;0,06438;1,1133;0,06251;0,1077
01-05-2015;colombia;19,67655;2,8168;0,42035;2,3184;1,4155;0,11847;0,06203;1,6877;0,06383;0,109
01-06-2015;colombia;9,84571;2,7504;0,41918;2,34077;1,374;0,11354;0,06396;1,9089;0,063;0,1082
01-07-2015;colombia;9,61699;3,0578;0,43574;2,30151;1,5031;0,10206;0,06408;1,9319;0,06355;0,1089
01-08-2015;colombia;9,33463;2,9818;0,44888;2,23985;1,5477;0,09699;0,06406;2,3564;0,06126;0,1065
01-09-2015;colombia;9,43625;3,0361;0,44016;2,29649;1,5017;0,09882;0,06392;1,9508;0,06306;0,1087
01-10-2015;colombia;9,45247;2,8946;0,41561;2,32998;1,4148;0,10149;0,06449;2,8337;0,0618;0,1103
01-11-2015;colombia;9,25828;2,7482;0,43015;2,30433;1,4193;0,09479;0,06629;3,1548;0,06494;0,1165
01-12-2015;colombia;9,18071;2,7585;0,4304;2,32916;1,3969;0,09235;0,06517;2,4665;0,06274;0,1186
01-01-2016;colombia;9,03206;2,6619;0,44609;2,29301;1,4406;0,05649;0,06779;0,4603;0,06828;0,1261
01-02-2016;colombia;8,80608;2,9469;0,45532;2,26144;1,5216;0,08303;0,06824;0,6833;0,065;0,1258
01-03-2016;colombia;9,87674;2,6474;0,44202;2,33094;1,3958;0,10313;0,07014;0,8247;0,07185;0,1351
01-04-2016;colombia;10,07324;2,7989;0,45924;2,29478;1,4734;0,09997;0,06975;1,2095;0,07591;0,1409
01-05-2016;colombia;9,93051;2,9778;0,44672;2,29914;1,4886;0,09711;0,07121;1,5615;0,07266;0,1429
01-06-2016;colombia;9,3525;2,6472;0,42973;2,33568;1,3856;0,11798;0,07163;1,3517;0,06906;0,1424
01-07-2016;colombia;9,2405;2,8879;0,4577;2,3103;1,4649;0,1098;0,07231;2,1268;0,07145;0,1461
01-08-2016;colombia;9,26251;2,9923;0,45989;2,29409;1,5056;0,10782;0,07173;1,8151;0,069;0,1467
01-09-2016;colombia;9,74977;2,89;0,4641;2,32122;1,4662;0,10704;0,07001;2,2957;0,06749;0,1451
01-10-2016;colombia;9,81017;2,8798;0,4572;2,29732;1,4855;0,11837;0,07208;2,765;0,06614;0,1437
01-11-2016;colombia;9,52877;2,9369;0,46548;2,30334;1,4942;0,11161;0,07401;2,2709;0,0687;0,1462
01-12-2016;colombia;9,60725;2,8111;0,43063;2,32218;1,4271;0,10957;0,07285;2,6637;0,0639;0,1404
01-01-2017;colombia;9,55997;3,2693;0,48914;2,23834;1,6615;0,08522;0,07568;0,5729;0,06734;0,1424
01-02-2017;colombia;9,53303;3,0855;0,46055;2,27889;1,5476;0,08847;0,0769;0,7973;0,06315;0,1379
01-03-2017;colombia;10,5301;3,1484;0,48168;2,27407;1,5867;0,10515;0,07613;0,9463;0,06617;0,1381
01-04-2017;colombia;10,4976;3,1963;0,48784;2,24499;1,6226;0,10136;0,07915;1,4102;0,06817;0,1381
01-05-2017;colombia;10,45939;2,9056;0,48338;2,26742;1,5449;0,09708;0,07933;1,2392;0,06916;0,134
01-06-2017;colombia;10,33555;3,0034;0,46385;2,27663;1,5328;0,08995;0,07811;1,709;0,06615;0,1287
01-07-2017;colombia;10,40476;3,3073;0,49623;2,23609;1,6665;0,09115;0,0778;2,1368;0,06962;0,1269
01-08-2017;colombia;10,44289;3,0553;0,45613;2,30481;1,519;0,08854;0,07785;1,8208;0,0683;0,1236
01-09-2017;colombia;10,31183;3,2309;0,47866;2,25672;1,6211;0,08659;0,07721;2,522;0,0681;0,1207
